model,mnist_c_variant,accuracy,model_type
2022-06-27_193336,pixelate,0.9129,TinyCNN_Finetuned
2022-06-27_193336,dotted_line,0.7589,TinyCNN_Finetuned
2022-06-27_193336,gaussian_blur,0.8453,TinyCNN_Finetuned
2022-06-27_193336,elastic_transform,0.6645,TinyCNN_Finetuned
2022-06-27_193336,jpeg_compression,0.9311,TinyCNN_Finetuned
2022-06-27_193336,speckle_noise,0.8909,TinyCNN_Finetuned
2022-06-27_193336,identity,0.9431,TinyCNN_Finetuned
2022-06-27_193336,glass_blur,0.8186,TinyCNN_Finetuned
2022-06-27_193336,spatter,0.9083,TinyCNN_Finetuned
2022-06-27_193336,translate,0.2596,TinyCNN_Finetuned
2022-06-27_193336,fog,0.4407,TinyCNN_Finetuned
2022-06-27_193336,shear,0.9044,TinyCNN_Finetuned
2022-06-27_193336,scale,0.5301,TinyCNN_Finetuned
2022-06-27_193336,zigzag,0.6011,TinyCNN_Finetuned
2022-06-27_193336,defocus_blur,0.7731,TinyCNN_Finetuned
2022-06-27_193336,gaussian_noise,0.2716,TinyCNN_Finetuned
2022-06-27_193336,contrast,0.1773,TinyCNN_Finetuned
2022-06-27_193336,canny_edges,0.4535,TinyCNN_Finetuned
2022-06-27_193336,zoom_blur,0.9008,TinyCNN_Finetuned
2022-06-27_193336,line,0.6799,TinyCNN_Finetuned
2022-06-27_193336,pessimal_noise,0.7596,TinyCNN_Finetuned
2022-06-27_193336,rotate,0.7962,TinyCNN_Finetuned
2022-06-27_193336,brightness,0.2152,TinyCNN_Finetuned
2022-06-27_193336,shot_noise,0.8813,TinyCNN_Finetuned
2022-06-27_193336,saturate,0.6916,TinyCNN_Finetuned
2022-06-27_193336,motion_blur,0.7741,TinyCNN_Finetuned
2022-06-27_193336,snow,0.4192,TinyCNN_Finetuned
2022-06-27_193336,inverse,0.0962,TinyCNN_Finetuned
2022-06-27_193336,impulse_noise,0.2546,TinyCNN_Finetuned
2022-06-27_193336,stripe,0.4576,TinyCNN_Finetuned
2022-06-27_193336,quantize,0.9238,TinyCNN_Finetuned
2022-06-27_193336,frost,0.2513,TinyCNN_Finetuned
