model,mnist_c_variant,accuracy,model_type
2022-07-01_123010,identity,0.9783,TinyLateralNet__FullyTrained
2022-07-01_123010,pixelate,0.9583,TinyLateralNet__FullyTrained
2022-07-01_123010,dotted_line,0.791,TinyLateralNet__FullyTrained
2022-07-01_123010,gaussian_blur,0.8911,TinyLateralNet__FullyTrained
2022-07-01_123010,elastic_transform,0.7378,TinyLateralNet__FullyTrained
2022-07-01_123010,jpeg_compression,0.9716,TinyLateralNet__FullyTrained
2022-07-01_123010,speckle_noise,0.9712,TinyLateralNet__FullyTrained
2022-07-01_123010,glass_blur,0.9306,TinyLateralNet__FullyTrained
2022-07-01_123010,spatter,0.9476,TinyLateralNet__FullyTrained
2022-07-01_123010,translate,0.3258,TinyLateralNet__FullyTrained
2022-07-01_123010,fog,0.3721,TinyLateralNet__FullyTrained
2022-07-01_123010,shear,0.9351,TinyLateralNet__FullyTrained
2022-07-01_123010,scale,0.6759,TinyLateralNet__FullyTrained
2022-07-01_123010,zigzag,0.579,TinyLateralNet__FullyTrained
2022-07-01_123010,defocus_blur,0.8927,TinyLateralNet__FullyTrained
2022-07-01_123010,gaussian_noise,0.0982,TinyLateralNet__FullyTrained
2022-07-01_123010,contrast,0.4488,TinyLateralNet__FullyTrained
2022-07-01_123010,canny_edges,0.8023,TinyLateralNet__FullyTrained
2022-07-01_123010,zoom_blur,0.9334,TinyLateralNet__FullyTrained
2022-07-01_123010,line,0.7064,TinyLateralNet__FullyTrained
2022-07-01_123010,pessimal_noise,0.7904,TinyLateralNet__FullyTrained
2022-07-01_123010,rotate,0.8536,TinyLateralNet__FullyTrained
2022-07-01_123010,brightness,0.098,TinyLateralNet__FullyTrained
2022-07-01_123010,shot_noise,0.9712,TinyLateralNet__FullyTrained
2022-07-01_123010,saturate,0.6489,TinyLateralNet__FullyTrained
2022-07-01_123010,motion_blur,0.869,TinyLateralNet__FullyTrained
2022-07-01_123010,snow,0.157,TinyLateralNet__FullyTrained
2022-07-01_123010,inverse,0.0974,TinyLateralNet__FullyTrained
2022-07-01_123010,impulse_noise,0.1218,TinyLateralNet__FullyTrained
2022-07-01_123010,stripe,0.0997,TinyLateralNet__FullyTrained
2022-07-01_123010,quantize,0.9729,TinyLateralNet__FullyTrained
2022-07-01_123010,frost,0.1108,TinyLateralNet__FullyTrained
