model,mnist_c_variant,accuracy,model_type
2022-07-04_224157,identity,0.9713,TinyLateralNet__PreTrained
2022-07-04_224157,pixelate,0.9004,TinyLateralNet__PreTrained
2022-07-04_224157,dotted_line,0.6474,TinyLateralNet__PreTrained
2022-07-04_224157,gaussian_blur,0.4482,TinyLateralNet__PreTrained
2022-07-04_224157,elastic_transform,0.6716,TinyLateralNet__PreTrained
2022-07-04_224157,jpeg_compression,0.9321,TinyLateralNet__PreTrained
2022-07-04_224157,speckle_noise,0.7324,TinyLateralNet__PreTrained
2022-07-04_224157,glass_blur,0.8082,TinyLateralNet__PreTrained
2022-07-04_224157,spatter,0.7589,TinyLateralNet__PreTrained
2022-07-04_224157,translate,0.3414,TinyLateralNet__PreTrained
2022-07-04_224157,fog,0.2916,TinyLateralNet__PreTrained
2022-07-04_224157,shear,0.9082,TinyLateralNet__PreTrained
2022-07-04_224157,scale,0.582,TinyLateralNet__PreTrained
2022-07-04_224157,zigzag,0.49,TinyLateralNet__PreTrained
2022-07-04_224157,defocus_blur,0.297,TinyLateralNet__PreTrained
2022-07-04_224157,gaussian_noise,0.0974,TinyLateralNet__PreTrained
2022-07-04_224157,contrast,0.1137,TinyLateralNet__PreTrained
2022-07-04_224157,canny_edges,0.3183,TinyLateralNet__PreTrained
2022-07-04_224157,zoom_blur,0.8128,TinyLateralNet__PreTrained
2022-07-04_224157,line,0.6117,TinyLateralNet__PreTrained
2022-07-04_224157,pessimal_noise,0.6742,TinyLateralNet__PreTrained
2022-07-04_224157,rotate,0.8305,TinyLateralNet__PreTrained
2022-07-04_224157,brightness,0.0838,TinyLateralNet__PreTrained
2022-07-04_224157,shot_noise,0.6565,TinyLateralNet__PreTrained
2022-07-04_224157,saturate,0.347,TinyLateralNet__PreTrained
2022-07-04_224157,motion_blur,0.591,TinyLateralNet__PreTrained
2022-07-04_224157,snow,0.0481,TinyLateralNet__PreTrained
2022-07-04_224157,inverse,0.1207,TinyLateralNet__PreTrained
2022-07-04_224157,impulse_noise,0.0985,TinyLateralNet__PreTrained
2022-07-04_224157,stripe,0.0042,TinyLateralNet__PreTrained
2022-07-04_224157,quantize,0.8304,TinyLateralNet__PreTrained
2022-07-04_224157,frost,0.0276,TinyLateralNet__PreTrained
