model,mnist_c_variant,accuracy,model_type
2022-07-04_234855,identity,0.9821,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,pixelate,0.9638,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,dotted_line,0.9293,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,gaussian_blur,0.8744,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,elastic_transform,0.7679,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,jpeg_compression,0.9726,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,speckle_noise,0.9616,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,glass_blur,0.9206,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,spatter,0.9068,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,translate,0.4046,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,fog,0.2461,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,shear,0.9281,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,scale,0.7163,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,zigzag,0.7071,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,defocus_blur,0.9028,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,gaussian_noise,0.7104,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,contrast,0.3989,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,canny_edges,0.6079,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,zoom_blur,0.9419,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,line,0.7595,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,pessimal_noise,0.8934,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,rotate,0.8559,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,brightness,0.1432,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,shot_noise,0.9516,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,saturate,0.5397,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,motion_blur,0.8211,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,snow,0.3159,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,inverse,0.0595,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,impulse_noise,0.8665,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,stripe,0.1504,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,quantize,0.9752,TinyLateralNet__FullyTrained__d1
2022-07-04_234855,frost,0.1788,TinyLateralNet__FullyTrained__d1
