model,mnist_c_variant,accuracy,model_type
2022-07-05_110547,identity,0.9751,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,pixelate,0.9554,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,dotted_line,0.9142,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,gaussian_blur,0.8819,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,elastic_transform,0.6977,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,jpeg_compression,0.961,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,speckle_noise,0.9666,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,glass_blur,0.9225,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,spatter,0.8769,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,translate,0.3534,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,fog,0.1318,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,shear,0.9006,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,scale,0.5433,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,zigzag,0.6581,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,defocus_blur,0.8465,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,gaussian_noise,0.7485,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,contrast,0.2324,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,canny_edges,0.6937,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,zoom_blur,0.8662,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,line,0.7268,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,pessimal_noise,0.8594,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,rotate,0.8292,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,brightness,0.098,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,shot_noise,0.9613,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,saturate,0.4399,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,motion_blur,0.7549,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,snow,0.203,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,inverse,0.0282,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,impulse_noise,0.9209,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,stripe,0.1201,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,quantize,0.9705,TinyLateralNet__FullyTrained__d1
2022-07-05_110547,frost,0.1197,TinyLateralNet__FullyTrained__d1
