model,mnist_c_variant,accuracy,model_type
2022-07-05_005834,identity,0.9749,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,pixelate,0.9475,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,dotted_line,0.7233,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,gaussian_blur,0.0334,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,elastic_transform,0.7473,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,jpeg_compression,0.9677,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,speckle_noise,0.9347,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,glass_blur,0.9129,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,spatter,0.9168,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,translate,0.3701,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,fog,0.092,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,shear,0.9329,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,scale,0.6761,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,zigzag,0.5493,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,defocus_blur,0.4001,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,gaussian_noise,0.121,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,contrast,0.3583,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,canny_edges,0.4046,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,zoom_blur,0.9074,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,line,0.6786,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,pessimal_noise,0.7254,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,rotate,0.8546,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,brightness,0.1115,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,shot_noise,0.9127,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,saturate,0.5655,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,motion_blur,0.6873,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,snow,0.2592,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,inverse,0.1167,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,impulse_noise,0.175,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,stripe,0.1674,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,quantize,0.9574,TinyLateralNet__FullyTrained__d1
2022-07-05_005834,frost,0.1093,TinyLateralNet__FullyTrained__d1
