model,mnist_c_variant,accuracy,model_type
2022-07-04_213953,identity,0.9732,TinyLateralNet__PreTrained
2022-07-04_213953,pixelate,0.9095,TinyLateralNet__PreTrained
2022-07-04_213953,dotted_line,0.6298,TinyLateralNet__PreTrained
2022-07-04_213953,gaussian_blur,0.475,TinyLateralNet__PreTrained
2022-07-04_213953,elastic_transform,0.7007,TinyLateralNet__PreTrained
2022-07-04_213953,jpeg_compression,0.9365,TinyLateralNet__PreTrained
2022-07-04_213953,speckle_noise,0.715,TinyLateralNet__PreTrained
2022-07-04_213953,glass_blur,0.8134,TinyLateralNet__PreTrained
2022-07-04_213953,spatter,0.7667,TinyLateralNet__PreTrained
2022-07-04_213953,translate,0.3613,TinyLateralNet__PreTrained
2022-07-04_213953,fog,0.2772,TinyLateralNet__PreTrained
2022-07-04_213953,shear,0.9125,TinyLateralNet__PreTrained
2022-07-04_213953,scale,0.6637,TinyLateralNet__PreTrained
2022-07-04_213953,zigzag,0.4553,TinyLateralNet__PreTrained
2022-07-04_213953,defocus_blur,0.3145,TinyLateralNet__PreTrained
2022-07-04_213953,gaussian_noise,0.0974,TinyLateralNet__PreTrained
2022-07-04_213953,contrast,0.1135,TinyLateralNet__PreTrained
2022-07-04_213953,canny_edges,0.2772,TinyLateralNet__PreTrained
2022-07-04_213953,zoom_blur,0.8426,TinyLateralNet__PreTrained
2022-07-04_213953,line,0.5797,TinyLateralNet__PreTrained
2022-07-04_213953,pessimal_noise,0.6572,TinyLateralNet__PreTrained
2022-07-04_213953,rotate,0.8419,TinyLateralNet__PreTrained
2022-07-04_213953,brightness,0.0859,TinyLateralNet__PreTrained
2022-07-04_213953,shot_noise,0.6364,TinyLateralNet__PreTrained
2022-07-04_213953,saturate,0.3559,TinyLateralNet__PreTrained
2022-07-04_213953,motion_blur,0.6808,TinyLateralNet__PreTrained
2022-07-04_213953,snow,0.0514,TinyLateralNet__PreTrained
2022-07-04_213953,inverse,0.1498,TinyLateralNet__PreTrained
2022-07-04_213953,impulse_noise,0.0987,TinyLateralNet__PreTrained
2022-07-04_213953,stripe,0.0132,TinyLateralNet__PreTrained
2022-07-04_213953,quantize,0.8215,TinyLateralNet__PreTrained
2022-07-04_213953,frost,0.0707,TinyLateralNet__PreTrained
