model,mnist_c_variant,accuracy,model_type
2022-07-04_214036,identity,0.9765,TinyLateralNet__PreTrained
2022-07-04_214036,pixelate,0.9227,TinyLateralNet__PreTrained
2022-07-04_214036,dotted_line,0.6563,TinyLateralNet__PreTrained
2022-07-04_214036,gaussian_blur,0.4627,TinyLateralNet__PreTrained
2022-07-04_214036,elastic_transform,0.7304,TinyLateralNet__PreTrained
2022-07-04_214036,jpeg_compression,0.9449,TinyLateralNet__PreTrained
2022-07-04_214036,speckle_noise,0.7246,TinyLateralNet__PreTrained
2022-07-04_214036,glass_blur,0.8263,TinyLateralNet__PreTrained
2022-07-04_214036,spatter,0.7807,TinyLateralNet__PreTrained
2022-07-04_214036,translate,0.3855,TinyLateralNet__PreTrained
2022-07-04_214036,fog,0.2554,TinyLateralNet__PreTrained
2022-07-04_214036,shear,0.9274,TinyLateralNet__PreTrained
2022-07-04_214036,scale,0.7525,TinyLateralNet__PreTrained
2022-07-04_214036,zigzag,0.5126,TinyLateralNet__PreTrained
2022-07-04_214036,defocus_blur,0.3067,TinyLateralNet__PreTrained
2022-07-04_214036,gaussian_noise,0.1288,TinyLateralNet__PreTrained
2022-07-04_214036,contrast,0.1142,TinyLateralNet__PreTrained
2022-07-04_214036,canny_edges,0.3271,TinyLateralNet__PreTrained
2022-07-04_214036,zoom_blur,0.87,TinyLateralNet__PreTrained
2022-07-04_214036,line,0.6047,TinyLateralNet__PreTrained
2022-07-04_214036,pessimal_noise,0.6814,TinyLateralNet__PreTrained
2022-07-04_214036,rotate,0.8581,TinyLateralNet__PreTrained
2022-07-04_214036,brightness,0.072,TinyLateralNet__PreTrained
2022-07-04_214036,shot_noise,0.6485,TinyLateralNet__PreTrained
2022-07-04_214036,saturate,0.3757,TinyLateralNet__PreTrained
2022-07-04_214036,motion_blur,0.6812,TinyLateralNet__PreTrained
2022-07-04_214036,snow,0.1024,TinyLateralNet__PreTrained
2022-07-04_214036,inverse,0.1136,TinyLateralNet__PreTrained
2022-07-04_214036,impulse_noise,0.1457,TinyLateralNet__PreTrained
2022-07-04_214036,stripe,0.1141,TinyLateralNet__PreTrained
2022-07-04_214036,quantize,0.8279,TinyLateralNet__PreTrained
2022-07-04_214036,frost,0.0883,TinyLateralNet__PreTrained
