model,mnist_c_variant,accuracy,model_type
2022-07-01_140041,identity,0.9678,TinyLateralNet__FullyTrained
2022-07-01_140041,pixelate,0.9335,TinyLateralNet__FullyTrained
2022-07-01_140041,dotted_line,0.7906,TinyLateralNet__FullyTrained
2022-07-01_140041,gaussian_blur,0.7918,TinyLateralNet__FullyTrained
2022-07-01_140041,elastic_transform,0.6508,TinyLateralNet__FullyTrained
2022-07-01_140041,jpeg_compression,0.9658,TinyLateralNet__FullyTrained
2022-07-01_140041,speckle_noise,0.9597,TinyLateralNet__FullyTrained
2022-07-01_140041,glass_blur,0.9216,TinyLateralNet__FullyTrained
2022-07-01_140041,spatter,0.9415,TinyLateralNet__FullyTrained
2022-07-01_140041,translate,0.2429,TinyLateralNet__FullyTrained
2022-07-01_140041,fog,0.4845,TinyLateralNet__FullyTrained
2022-07-01_140041,shear,0.8991,TinyLateralNet__FullyTrained
2022-07-01_140041,scale,0.4968,TinyLateralNet__FullyTrained
2022-07-01_140041,zigzag,0.4441,TinyLateralNet__FullyTrained
2022-07-01_140041,defocus_blur,0.7686,TinyLateralNet__FullyTrained
2022-07-01_140041,gaussian_noise,0.424,TinyLateralNet__FullyTrained
2022-07-01_140041,contrast,0.0962,TinyLateralNet__FullyTrained
2022-07-01_140041,canny_edges,0.4119,TinyLateralNet__FullyTrained
2022-07-01_140041,zoom_blur,0.9003,TinyLateralNet__FullyTrained
2022-07-01_140041,line,0.7488,TinyLateralNet__FullyTrained
2022-07-01_140041,pessimal_noise,0.7292,TinyLateralNet__FullyTrained
2022-07-01_140041,rotate,0.8154,TinyLateralNet__FullyTrained
2022-07-01_140041,brightness,0.7698,TinyLateralNet__FullyTrained
2022-07-01_140041,shot_noise,0.9574,TinyLateralNet__FullyTrained
2022-07-01_140041,saturate,0.6798,TinyLateralNet__FullyTrained
2022-07-01_140041,motion_blur,0.8034,TinyLateralNet__FullyTrained
2022-07-01_140041,snow,0.7792,TinyLateralNet__FullyTrained
2022-07-01_140041,inverse,0.13,TinyLateralNet__FullyTrained
2022-07-01_140041,impulse_noise,0.4361,TinyLateralNet__FullyTrained
2022-07-01_140041,stripe,0.8459,TinyLateralNet__FullyTrained
2022-07-01_140041,quantize,0.9629,TinyLateralNet__FullyTrained
2022-07-01_140041,frost,0.5713,TinyLateralNet__FullyTrained
