model,mnist_c_variant,accuracy,model_type
2022-07-04_213210,identity,0.9832,TinyCNN_PreTrained
2022-07-04_213210,pixelate,0.9195,TinyCNN_PreTrained
2022-07-04_213210,dotted_line,0.8047,TinyCNN_PreTrained
2022-07-04_213210,gaussian_blur,0.5306,TinyCNN_PreTrained
2022-07-04_213210,elastic_transform,0.7419,TinyCNN_PreTrained
2022-07-04_213210,jpeg_compression,0.9782,TinyCNN_PreTrained
2022-07-04_213210,speckle_noise,0.8109,TinyCNN_PreTrained
2022-07-04_213210,glass_blur,0.7594,TinyCNN_PreTrained
2022-07-04_213210,spatter,0.9571,TinyCNN_PreTrained
2022-07-04_213210,translate,0.3904,TinyCNN_PreTrained
2022-07-04_213210,fog,0.3065,TinyCNN_PreTrained
2022-07-04_213210,shear,0.933,TinyCNN_PreTrained
2022-07-04_213210,scale,0.7527,TinyCNN_PreTrained
2022-07-04_213210,zigzag,0.6771,TinyCNN_PreTrained
2022-07-04_213210,defocus_blur,0.3961,TinyCNN_PreTrained
2022-07-04_213210,gaussian_noise,0.0999,TinyCNN_PreTrained
2022-07-04_213210,contrast,0.1223,TinyCNN_PreTrained
2022-07-04_213210,canny_edges,0.3489,TinyCNN_PreTrained
2022-07-04_213210,zoom_blur,0.8883,TinyCNN_PreTrained
2022-07-04_213210,line,0.7655,TinyCNN_PreTrained
2022-07-04_213210,pessimal_noise,0.799,TinyCNN_PreTrained
2022-07-04_213210,rotate,0.8663,TinyCNN_PreTrained
2022-07-04_213210,brightness,0.3212,TinyCNN_PreTrained
2022-07-04_213210,shot_noise,0.7449,TinyCNN_PreTrained
2022-07-04_213210,saturate,0.6397,TinyCNN_PreTrained
2022-07-04_213210,motion_blur,0.7271,TinyCNN_PreTrained
2022-07-04_213210,snow,0.3858,TinyCNN_PreTrained
2022-07-04_213210,inverse,0.099,TinyCNN_PreTrained
2022-07-04_213210,impulse_noise,0.1436,TinyCNN_PreTrained
2022-07-04_213210,stripe,0.3046,TinyCNN_PreTrained
2022-07-04_213210,quantize,0.9466,TinyCNN_PreTrained
2022-07-04_213210,frost,0.2956,TinyCNN_PreTrained
