model,mnist_c_variant,accuracy,model_type
2022-07-01_123018,identity,0.9769,TinyLateralNet__FullyTrained
2022-07-01_123018,pixelate,0.9092,TinyLateralNet__FullyTrained
2022-07-01_123018,dotted_line,0.7979,TinyLateralNet__FullyTrained
2022-07-01_123018,gaussian_blur,0.8146,TinyLateralNet__FullyTrained
2022-07-01_123018,elastic_transform,0.7252,TinyLateralNet__FullyTrained
2022-07-01_123018,jpeg_compression,0.9724,TinyLateralNet__FullyTrained
2022-07-01_123018,speckle_noise,0.9738,TinyLateralNet__FullyTrained
2022-07-01_123018,glass_blur,0.8965,TinyLateralNet__FullyTrained
2022-07-01_123018,spatter,0.9466,TinyLateralNet__FullyTrained
2022-07-01_123018,translate,0.342,TinyLateralNet__FullyTrained
2022-07-01_123018,fog,0.5493,TinyLateralNet__FullyTrained
2022-07-01_123018,shear,0.9256,TinyLateralNet__FullyTrained
2022-07-01_123018,scale,0.6208,TinyLateralNet__FullyTrained
2022-07-01_123018,zigzag,0.5661,TinyLateralNet__FullyTrained
2022-07-01_123018,defocus_blur,0.7501,TinyLateralNet__FullyTrained
2022-07-01_123018,gaussian_noise,0.6675,TinyLateralNet__FullyTrained
2022-07-01_123018,contrast,0.1699,TinyLateralNet__FullyTrained
2022-07-01_123018,canny_edges,0.7644,TinyLateralNet__FullyTrained
2022-07-01_123018,zoom_blur,0.9231,TinyLateralNet__FullyTrained
2022-07-01_123018,line,0.7614,TinyLateralNet__FullyTrained
2022-07-01_123018,pessimal_noise,0.8814,TinyLateralNet__FullyTrained
2022-07-01_123018,rotate,0.858,TinyLateralNet__FullyTrained
2022-07-01_123018,brightness,0.7545,TinyLateralNet__FullyTrained
2022-07-01_123018,shot_noise,0.9683,TinyLateralNet__FullyTrained
2022-07-01_123018,saturate,0.8978,TinyLateralNet__FullyTrained
2022-07-01_123018,motion_blur,0.8676,TinyLateralNet__FullyTrained
2022-07-01_123018,snow,0.7253,TinyLateralNet__FullyTrained
2022-07-01_123018,inverse,0.0336,TinyLateralNet__FullyTrained
2022-07-01_123018,impulse_noise,0.5888,TinyLateralNet__FullyTrained
2022-07-01_123018,stripe,0.4213,TinyLateralNet__FullyTrained
2022-07-01_123018,quantize,0.9736,TinyLateralNet__FullyTrained
2022-07-01_123018,frost,0.6644,TinyLateralNet__FullyTrained
