model,mnist_c_variant,accuracy,model_type
2022-07-01_124048,identity,0.9827,TinyCNN_FullyTrained
2022-07-01_124048,pixelate,0.9488,TinyCNN_FullyTrained
2022-07-01_124048,dotted_line,0.8687,TinyCNN_FullyTrained
2022-07-01_124048,gaussian_blur,0.6452,TinyCNN_FullyTrained
2022-07-01_124048,elastic_transform,0.7543,TinyCNN_FullyTrained
2022-07-01_124048,jpeg_compression,0.98,TinyCNN_FullyTrained
2022-07-01_124048,speckle_noise,0.92,TinyCNN_FullyTrained
2022-07-01_124048,glass_blur,0.8378,TinyCNN_FullyTrained
2022-07-01_124048,spatter,0.9657,TinyCNN_FullyTrained
2022-07-01_124048,translate,0.3804,TinyCNN_FullyTrained
2022-07-01_124048,fog,0.4064,TinyCNN_FullyTrained
2022-07-01_124048,shear,0.941,TinyCNN_FullyTrained
2022-07-01_124048,scale,0.7632,TinyCNN_FullyTrained
2022-07-01_124048,zigzag,0.7399,TinyCNN_FullyTrained
2022-07-01_124048,defocus_blur,0.509,TinyCNN_FullyTrained
2022-07-01_124048,gaussian_noise,0.3012,TinyCNN_FullyTrained
2022-07-01_124048,contrast,0.1136,TinyCNN_FullyTrained
2022-07-01_124048,canny_edges,0.4253,TinyCNN_FullyTrained
2022-07-01_124048,zoom_blur,0.9164,TinyCNN_FullyTrained
2022-07-01_124048,line,0.8132,TinyCNN_FullyTrained
2022-07-01_124048,pessimal_noise,0.9129,TinyCNN_FullyTrained
2022-07-01_124048,rotate,0.8606,TinyCNN_FullyTrained
2022-07-01_124048,brightness,0.5195,TinyCNN_FullyTrained
2022-07-01_124048,shot_noise,0.8898,TinyCNN_FullyTrained
2022-07-01_124048,saturate,0.8785,TinyCNN_FullyTrained
2022-07-01_124048,motion_blur,0.8066,TinyCNN_FullyTrained
2022-07-01_124048,snow,0.6776,TinyCNN_FullyTrained
2022-07-01_124048,inverse,0.041,TinyCNN_FullyTrained
2022-07-01_124048,impulse_noise,0.3879,TinyCNN_FullyTrained
2022-07-01_124048,stripe,0.5238,TinyCNN_FullyTrained
2022-07-01_124048,quantize,0.9671,TinyCNN_FullyTrained
2022-07-01_124048,frost,0.5008,TinyCNN_FullyTrained
