model,mnist_c_variant,accuracy,model_type
2022-07-04_234837,identity,0.9699,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,pixelate,0.9473,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,dotted_line,0.898,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,gaussian_blur,0.8944,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,elastic_transform,0.7219,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,jpeg_compression,0.963,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,speckle_noise,0.9613,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,glass_blur,0.9273,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,spatter,0.8929,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,translate,0.3935,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,fog,0.1525,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,shear,0.8887,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,scale,0.5799,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,zigzag,0.6374,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,defocus_blur,0.9036,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,gaussian_noise,0.8392,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,contrast,0.5486,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,canny_edges,0.7106,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,zoom_blur,0.8659,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,line,0.7124,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,pessimal_noise,0.8787,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,rotate,0.8197,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,brightness,0.1009,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,shot_noise,0.9558,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,saturate,0.6974,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,motion_blur,0.8208,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,snow,0.2739,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,inverse,0.1363,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,impulse_noise,0.9192,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,stripe,0.1796,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,quantize,0.9631,TinyLateralNet__FullyTrained__d1
2022-07-04_234837,frost,0.1244,TinyLateralNet__FullyTrained__d1
