model,mnist_c_variant,accuracy,model_type
2022-07-01_123034,identity,0.9718,TinyLateralNet__FullyTrained
2022-07-01_123034,pixelate,0.9371,TinyLateralNet__FullyTrained
2022-07-01_123034,dotted_line,0.8295,TinyLateralNet__FullyTrained
2022-07-01_123034,gaussian_blur,0.8473,TinyLateralNet__FullyTrained
2022-07-01_123034,elastic_transform,0.7019,TinyLateralNet__FullyTrained
2022-07-01_123034,jpeg_compression,0.9688,TinyLateralNet__FullyTrained
2022-07-01_123034,speckle_noise,0.9569,TinyLateralNet__FullyTrained
2022-07-01_123034,glass_blur,0.9101,TinyLateralNet__FullyTrained
2022-07-01_123034,spatter,0.9475,TinyLateralNet__FullyTrained
2022-07-01_123034,translate,0.298,TinyLateralNet__FullyTrained
2022-07-01_123034,fog,0.5425,TinyLateralNet__FullyTrained
2022-07-01_123034,shear,0.9221,TinyLateralNet__FullyTrained
2022-07-01_123034,scale,0.6277,TinyLateralNet__FullyTrained
2022-07-01_123034,zigzag,0.4939,TinyLateralNet__FullyTrained
2022-07-01_123034,defocus_blur,0.7663,TinyLateralNet__FullyTrained
2022-07-01_123034,gaussian_noise,0.3989,TinyLateralNet__FullyTrained
2022-07-01_123034,contrast,0.1961,TinyLateralNet__FullyTrained
2022-07-01_123034,canny_edges,0.491,TinyLateralNet__FullyTrained
2022-07-01_123034,zoom_blur,0.9282,TinyLateralNet__FullyTrained
2022-07-01_123034,line,0.7768,TinyLateralNet__FullyTrained
2022-07-01_123034,pessimal_noise,0.8599,TinyLateralNet__FullyTrained
2022-07-01_123034,rotate,0.8418,TinyLateralNet__FullyTrained
2022-07-01_123034,brightness,0.81,TinyLateralNet__FullyTrained
2022-07-01_123034,shot_noise,0.951,TinyLateralNet__FullyTrained
2022-07-01_123034,saturate,0.7811,TinyLateralNet__FullyTrained
2022-07-01_123034,motion_blur,0.8403,TinyLateralNet__FullyTrained
2022-07-01_123034,snow,0.7774,TinyLateralNet__FullyTrained
2022-07-01_123034,inverse,0.1033,TinyLateralNet__FullyTrained
2022-07-01_123034,impulse_noise,0.423,TinyLateralNet__FullyTrained
2022-07-01_123034,stripe,0.7111,TinyLateralNet__FullyTrained
2022-07-01_123034,quantize,0.9625,TinyLateralNet__FullyTrained
2022-07-01_123034,frost,0.6734,TinyLateralNet__FullyTrained
