model,mnist_c_variant,accuracy,model_type
2022-07-05_020317,identity,0.9126,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,pixelate,0.8725,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,dotted_line,0.8581,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,gaussian_blur,0.8241,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,elastic_transform,0.5587,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,jpeg_compression,0.9071,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,speckle_noise,0.8956,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,glass_blur,0.859,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,spatter,0.8792,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,translate,0.1653,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,fog,0.1368,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,shear,0.7999,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,scale,0.3447,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,zigzag,0.6975,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,defocus_blur,0.8196,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,gaussian_noise,0.3977,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,contrast,0.4522,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,canny_edges,0.6649,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,zoom_blur,0.6514,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,line,0.7019,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,pessimal_noise,0.8102,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,rotate,0.7357,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,brightness,0.098,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,shot_noise,0.8896,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,saturate,0.2477,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,motion_blur,0.6158,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,snow,0.1056,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,inverse,0.0503,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,impulse_noise,0.8914,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,stripe,0.1312,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,quantize,0.9047,TinyLateralNet__FullyTrained__d1
2022-07-05_020317,frost,0.0997,TinyLateralNet__FullyTrained__d1
