model,mnist_c_variant,accuracy,model_type
2022-07-04_212945,identity,0.9847,TinyCNN_PreTrained
2022-07-04_212945,pixelate,0.9137,TinyCNN_PreTrained
2022-07-04_212945,dotted_line,0.8156,TinyCNN_PreTrained
2022-07-04_212945,gaussian_blur,0.5718,TinyCNN_PreTrained
2022-07-04_212945,elastic_transform,0.7605,TinyCNN_PreTrained
2022-07-04_212945,jpeg_compression,0.978,TinyCNN_PreTrained
2022-07-04_212945,speckle_noise,0.816,TinyCNN_PreTrained
2022-07-04_212945,glass_blur,0.7559,TinyCNN_PreTrained
2022-07-04_212945,spatter,0.9573,TinyCNN_PreTrained
2022-07-04_212945,translate,0.4045,TinyCNN_PreTrained
2022-07-04_212945,fog,0.2136,TinyCNN_PreTrained
2022-07-04_212945,shear,0.943,TinyCNN_PreTrained
2022-07-04_212945,scale,0.7853,TinyCNN_PreTrained
2022-07-04_212945,zigzag,0.6693,TinyCNN_PreTrained
2022-07-04_212945,defocus_blur,0.4181,TinyCNN_PreTrained
2022-07-04_212945,gaussian_noise,0.1143,TinyCNN_PreTrained
2022-07-04_212945,contrast,0.1292,TinyCNN_PreTrained
2022-07-04_212945,canny_edges,0.4277,TinyCNN_PreTrained
2022-07-04_212945,zoom_blur,0.9137,TinyCNN_PreTrained
2022-07-04_212945,line,0.7706,TinyCNN_PreTrained
2022-07-04_212945,pessimal_noise,0.7995,TinyCNN_PreTrained
2022-07-04_212945,rotate,0.8806,TinyCNN_PreTrained
2022-07-04_212945,brightness,0.3121,TinyCNN_PreTrained
2022-07-04_212945,shot_noise,0.7551,TinyCNN_PreTrained
2022-07-04_212945,saturate,0.6513,TinyCNN_PreTrained
2022-07-04_212945,motion_blur,0.7188,TinyCNN_PreTrained
2022-07-04_212945,snow,0.3951,TinyCNN_PreTrained
2022-07-04_212945,inverse,0.1584,TinyCNN_PreTrained
2022-07-04_212945,impulse_noise,0.188,TinyCNN_PreTrained
2022-07-04_212945,stripe,0.3408,TinyCNN_PreTrained
2022-07-04_212945,quantize,0.9471,TinyCNN_PreTrained
2022-07-04_212945,frost,0.3075,TinyCNN_PreTrained
