model,mnist_c_variant,accuracy,model_type
2022-07-01_125523,identity,0.9795,TinyCNN_FullyTrained
2022-07-01_125523,pixelate,0.9379,TinyCNN_FullyTrained
2022-07-01_125523,dotted_line,0.8547,TinyCNN_FullyTrained
2022-07-01_125523,gaussian_blur,0.6696,TinyCNN_FullyTrained
2022-07-01_125523,elastic_transform,0.728,TinyCNN_FullyTrained
2022-07-01_125523,jpeg_compression,0.9746,TinyCNN_FullyTrained
2022-07-01_125523,speckle_noise,0.9268,TinyCNN_FullyTrained
2022-07-01_125523,glass_blur,0.8848,TinyCNN_FullyTrained
2022-07-01_125523,spatter,0.9586,TinyCNN_FullyTrained
2022-07-01_125523,translate,0.3335,TinyCNN_FullyTrained
2022-07-01_125523,fog,0.4797,TinyCNN_FullyTrained
2022-07-01_125523,shear,0.9421,TinyCNN_FullyTrained
2022-07-01_125523,scale,0.6575,TinyCNN_FullyTrained
2022-07-01_125523,zigzag,0.711,TinyCNN_FullyTrained
2022-07-01_125523,defocus_blur,0.6032,TinyCNN_FullyTrained
2022-07-01_125523,gaussian_noise,0.4162,TinyCNN_FullyTrained
2022-07-01_125523,contrast,0.1333,TinyCNN_FullyTrained
2022-07-01_125523,canny_edges,0.4929,TinyCNN_FullyTrained
2022-07-01_125523,zoom_blur,0.9326,TinyCNN_FullyTrained
2022-07-01_125523,line,0.7973,TinyCNN_FullyTrained
2022-07-01_125523,pessimal_noise,0.855,TinyCNN_FullyTrained
2022-07-01_125523,rotate,0.8589,TinyCNN_FullyTrained
2022-07-01_125523,brightness,0.3267,TinyCNN_FullyTrained
2022-07-01_125523,shot_noise,0.9084,TinyCNN_FullyTrained
2022-07-01_125523,saturate,0.8281,TinyCNN_FullyTrained
2022-07-01_125523,motion_blur,0.8175,TinyCNN_FullyTrained
2022-07-01_125523,snow,0.5769,TinyCNN_FullyTrained
2022-07-01_125523,inverse,0.0441,TinyCNN_FullyTrained
2022-07-01_125523,impulse_noise,0.4733,TinyCNN_FullyTrained
2022-07-01_125523,stripe,0.6228,TinyCNN_FullyTrained
2022-07-01_125523,quantize,0.9628,TinyCNN_FullyTrained
2022-07-01_125523,frost,0.3585,TinyCNN_FullyTrained
