model,mnist_c_variant,accuracy,model_type
2022-07-04_223719,identity,0.9729,TinyLateralNet__PreTrained
2022-07-04_223719,pixelate,0.9131,TinyLateralNet__PreTrained
2022-07-04_223719,dotted_line,0.6846,TinyLateralNet__PreTrained
2022-07-04_223719,gaussian_blur,0.4752,TinyLateralNet__PreTrained
2022-07-04_223719,elastic_transform,0.7071,TinyLateralNet__PreTrained
2022-07-04_223719,jpeg_compression,0.9399,TinyLateralNet__PreTrained
2022-07-04_223719,speckle_noise,0.7176,TinyLateralNet__PreTrained
2022-07-04_223719,glass_blur,0.8162,TinyLateralNet__PreTrained
2022-07-04_223719,spatter,0.7614,TinyLateralNet__PreTrained
2022-07-04_223719,translate,0.3521,TinyLateralNet__PreTrained
2022-07-04_223719,fog,0.2327,TinyLateralNet__PreTrained
2022-07-04_223719,shear,0.9026,TinyLateralNet__PreTrained
2022-07-04_223719,scale,0.6391,TinyLateralNet__PreTrained
2022-07-04_223719,zigzag,0.519,TinyLateralNet__PreTrained
2022-07-04_223719,defocus_blur,0.3468,TinyLateralNet__PreTrained
2022-07-04_223719,gaussian_noise,0.098,TinyLateralNet__PreTrained
2022-07-04_223719,contrast,0.1224,TinyLateralNet__PreTrained
2022-07-04_223719,canny_edges,0.3345,TinyLateralNet__PreTrained
2022-07-04_223719,zoom_blur,0.8426,TinyLateralNet__PreTrained
2022-07-04_223719,line,0.5995,TinyLateralNet__PreTrained
2022-07-04_223719,pessimal_noise,0.6843,TinyLateralNet__PreTrained
2022-07-04_223719,rotate,0.8448,TinyLateralNet__PreTrained
2022-07-04_223719,brightness,0.0263,TinyLateralNet__PreTrained
2022-07-04_223719,shot_noise,0.6463,TinyLateralNet__PreTrained
2022-07-04_223719,saturate,0.3403,TinyLateralNet__PreTrained
2022-07-04_223719,motion_blur,0.7098,TinyLateralNet__PreTrained
2022-07-04_223719,snow,0.0368,TinyLateralNet__PreTrained
2022-07-04_223719,inverse,0.1145,TinyLateralNet__PreTrained
2022-07-04_223719,impulse_noise,0.1121,TinyLateralNet__PreTrained
2022-07-04_223719,stripe,0.0623,TinyLateralNet__PreTrained
2022-07-04_223719,quantize,0.8283,TinyLateralNet__PreTrained
2022-07-04_223719,frost,0.03,TinyLateralNet__PreTrained
