model,mnist_c_variant,accuracy,model_type
2022-07-04_212345,identity,0.9851,TinyCNN_PreTrained
2022-07-04_212345,pixelate,0.923,TinyCNN_PreTrained
2022-07-04_212345,dotted_line,0.818,TinyCNN_PreTrained
2022-07-04_212345,gaussian_blur,0.561,TinyCNN_PreTrained
2022-07-04_212345,elastic_transform,0.765,TinyCNN_PreTrained
2022-07-04_212345,jpeg_compression,0.9788,TinyCNN_PreTrained
2022-07-04_212345,speckle_noise,0.8341,TinyCNN_PreTrained
2022-07-04_212345,glass_blur,0.7446,TinyCNN_PreTrained
2022-07-04_212345,spatter,0.9597,TinyCNN_PreTrained
2022-07-04_212345,translate,0.4205,TinyCNN_PreTrained
2022-07-04_212345,fog,0.2271,TinyCNN_PreTrained
2022-07-04_212345,shear,0.9424,TinyCNN_PreTrained
2022-07-04_212345,scale,0.7527,TinyCNN_PreTrained
2022-07-04_212345,zigzag,0.687,TinyCNN_PreTrained
2022-07-04_212345,defocus_blur,0.465,TinyCNN_PreTrained
2022-07-04_212345,gaussian_noise,0.1182,TinyCNN_PreTrained
2022-07-04_212345,contrast,0.1412,TinyCNN_PreTrained
2022-07-04_212345,canny_edges,0.414,TinyCNN_PreTrained
2022-07-04_212345,zoom_blur,0.9217,TinyCNN_PreTrained
2022-07-04_212345,line,0.7725,TinyCNN_PreTrained
2022-07-04_212345,pessimal_noise,0.8063,TinyCNN_PreTrained
2022-07-04_212345,rotate,0.8797,TinyCNN_PreTrained
2022-07-04_212345,brightness,0.3087,TinyCNN_PreTrained
2022-07-04_212345,shot_noise,0.776,TinyCNN_PreTrained
2022-07-04_212345,saturate,0.6232,TinyCNN_PreTrained
2022-07-04_212345,motion_blur,0.7716,TinyCNN_PreTrained
2022-07-04_212345,snow,0.3848,TinyCNN_PreTrained
2022-07-04_212345,inverse,0.1253,TinyCNN_PreTrained
2022-07-04_212345,impulse_noise,0.1922,TinyCNN_PreTrained
2022-07-04_212345,stripe,0.3924,TinyCNN_PreTrained
2022-07-04_212345,quantize,0.9539,TinyCNN_PreTrained
2022-07-04_212345,frost,0.3152,TinyCNN_PreTrained
