model,mnist_c_variant,accuracy,model_type
2022-07-05_020904,identity,0.8925,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,pixelate,0.878,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,dotted_line,0.8473,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,gaussian_blur,0.8588,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,elastic_transform,0.5381,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,jpeg_compression,0.8968,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,speckle_noise,0.869,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,glass_blur,0.866,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,spatter,0.8648,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,translate,0.1475,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,fog,0.1842,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,shear,0.7741,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,scale,0.3582,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,zigzag,0.7134,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,defocus_blur,0.8638,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,gaussian_noise,0.8476,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,contrast,0.4454,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,canny_edges,0.6222,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,zoom_blur,0.7654,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,line,0.7181,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,pessimal_noise,0.8413,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,rotate,0.715,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,brightness,0.098,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,shot_noise,0.8613,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,saturate,0.4343,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,motion_blur,0.6294,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,snow,0.0988,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,inverse,0.092,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,impulse_noise,0.8718,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,stripe,0.0983,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,quantize,0.8821,TinyLateralNet__FullyTrained__d1
2022-07-05_020904,frost,0.1,TinyLateralNet__FullyTrained__d1
