model,mnist_c_variant,accuracy,model_type
2022-07-04_234849,identity,0.949,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,pixelate,0.9252,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,dotted_line,0.8215,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,gaussian_blur,0.8761,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,elastic_transform,0.6337,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,jpeg_compression,0.9446,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,speckle_noise,0.9417,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,glass_blur,0.9147,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,spatter,0.9156,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,translate,0.2137,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,fog,0.1149,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,shear,0.874,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,scale,0.5108,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,zigzag,0.4799,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,defocus_blur,0.8239,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,gaussian_noise,0.682,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,contrast,0.2227,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,canny_edges,0.3039,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,zoom_blur,0.8964,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,line,0.7148,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,pessimal_noise,0.802,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,rotate,0.7664,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,brightness,0.5611,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,shot_noise,0.9399,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,saturate,0.1708,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,motion_blur,0.7424,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,snow,0.6684,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,inverse,0.0223,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,impulse_noise,0.6497,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,stripe,0.6416,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,quantize,0.9437,TinyLateralNet__FullyTrained__d1
2022-07-04_234849,frost,0.5753,TinyLateralNet__FullyTrained__d1
