model,mnist_c_variant,accuracy,model_type
2022-07-04_214019,identity,0.9756,TinyLateralNet__PreTrained
2022-07-04_214019,pixelate,0.9153,TinyLateralNet__PreTrained
2022-07-04_214019,dotted_line,0.6695,TinyLateralNet__PreTrained
2022-07-04_214019,gaussian_blur,0.4756,TinyLateralNet__PreTrained
2022-07-04_214019,elastic_transform,0.7015,TinyLateralNet__PreTrained
2022-07-04_214019,jpeg_compression,0.9405,TinyLateralNet__PreTrained
2022-07-04_214019,speckle_noise,0.7315,TinyLateralNet__PreTrained
2022-07-04_214019,glass_blur,0.8014,TinyLateralNet__PreTrained
2022-07-04_214019,spatter,0.7744,TinyLateralNet__PreTrained
2022-07-04_214019,translate,0.3577,TinyLateralNet__PreTrained
2022-07-04_214019,fog,0.2226,TinyLateralNet__PreTrained
2022-07-04_214019,shear,0.9143,TinyLateralNet__PreTrained
2022-07-04_214019,scale,0.6501,TinyLateralNet__PreTrained
2022-07-04_214019,zigzag,0.5223,TinyLateralNet__PreTrained
2022-07-04_214019,defocus_blur,0.3367,TinyLateralNet__PreTrained
2022-07-04_214019,gaussian_noise,0.1013,TinyLateralNet__PreTrained
2022-07-04_214019,contrast,0.1142,TinyLateralNet__PreTrained
2022-07-04_214019,canny_edges,0.2923,TinyLateralNet__PreTrained
2022-07-04_214019,zoom_blur,0.84,TinyLateralNet__PreTrained
2022-07-04_214019,line,0.6124,TinyLateralNet__PreTrained
2022-07-04_214019,pessimal_noise,0.6945,TinyLateralNet__PreTrained
2022-07-04_214019,rotate,0.8399,TinyLateralNet__PreTrained
2022-07-04_214019,brightness,0.0498,TinyLateralNet__PreTrained
2022-07-04_214019,shot_noise,0.6562,TinyLateralNet__PreTrained
2022-07-04_214019,saturate,0.3041,TinyLateralNet__PreTrained
2022-07-04_214019,motion_blur,0.7062,TinyLateralNet__PreTrained
2022-07-04_214019,snow,0.0384,TinyLateralNet__PreTrained
2022-07-04_214019,inverse,0.1183,TinyLateralNet__PreTrained
2022-07-04_214019,impulse_noise,0.1279,TinyLateralNet__PreTrained
2022-07-04_214019,stripe,0.0051,TinyLateralNet__PreTrained
2022-07-04_214019,quantize,0.8349,TinyLateralNet__PreTrained
2022-07-04_214019,frost,0.0179,TinyLateralNet__PreTrained
