model,mnist_c_variant,accuracy,model_type
2022-07-01_123026,identity,0.9736,TinyLateralNet__FullyTrained
2022-07-01_123026,pixelate,0.914,TinyLateralNet__FullyTrained
2022-07-01_123026,dotted_line,0.7683,TinyLateralNet__FullyTrained
2022-07-01_123026,gaussian_blur,0.8384,TinyLateralNet__FullyTrained
2022-07-01_123026,elastic_transform,0.7244,TinyLateralNet__FullyTrained
2022-07-01_123026,jpeg_compression,0.9678,TinyLateralNet__FullyTrained
2022-07-01_123026,speckle_noise,0.9697,TinyLateralNet__FullyTrained
2022-07-01_123026,glass_blur,0.9049,TinyLateralNet__FullyTrained
2022-07-01_123026,spatter,0.9385,TinyLateralNet__FullyTrained
2022-07-01_123026,translate,0.3146,TinyLateralNet__FullyTrained
2022-07-01_123026,fog,0.3788,TinyLateralNet__FullyTrained
2022-07-01_123026,shear,0.9241,TinyLateralNet__FullyTrained
2022-07-01_123026,scale,0.3553,TinyLateralNet__FullyTrained
2022-07-01_123026,zigzag,0.5898,TinyLateralNet__FullyTrained
2022-07-01_123026,defocus_blur,0.743,TinyLateralNet__FullyTrained
2022-07-01_123026,gaussian_noise,0.1815,TinyLateralNet__FullyTrained
2022-07-01_123026,contrast,0.2707,TinyLateralNet__FullyTrained
2022-07-01_123026,canny_edges,0.7318,TinyLateralNet__FullyTrained
2022-07-01_123026,zoom_blur,0.9279,TinyLateralNet__FullyTrained
2022-07-01_123026,line,0.7425,TinyLateralNet__FullyTrained
2022-07-01_123026,pessimal_noise,0.8387,TinyLateralNet__FullyTrained
2022-07-01_123026,rotate,0.8452,TinyLateralNet__FullyTrained
2022-07-01_123026,brightness,0.282,TinyLateralNet__FullyTrained
2022-07-01_123026,shot_noise,0.9638,TinyLateralNet__FullyTrained
2022-07-01_123026,saturate,0.8122,TinyLateralNet__FullyTrained
2022-07-01_123026,motion_blur,0.9031,TinyLateralNet__FullyTrained
2022-07-01_123026,snow,0.4508,TinyLateralNet__FullyTrained
2022-07-01_123026,inverse,0.0974,TinyLateralNet__FullyTrained
2022-07-01_123026,impulse_noise,0.2587,TinyLateralNet__FullyTrained
2022-07-01_123026,stripe,0.3059,TinyLateralNet__FullyTrained
2022-07-01_123026,quantize,0.9702,TinyLateralNet__FullyTrained
2022-07-01_123026,frost,0.264,TinyLateralNet__FullyTrained
