model,mnist_c_variant,accuracy,model_type
2022-07-01_122944,identity,0.9838,TinyCNN_FullyTrained
2022-07-01_122944,pixelate,0.9484,TinyCNN_FullyTrained
2022-07-01_122944,dotted_line,0.8556,TinyCNN_FullyTrained
2022-07-01_122944,gaussian_blur,0.7052,TinyCNN_FullyTrained
2022-07-01_122944,elastic_transform,0.7747,TinyCNN_FullyTrained
2022-07-01_122944,jpeg_compression,0.9799,TinyCNN_FullyTrained
2022-07-01_122944,speckle_noise,0.8977,TinyCNN_FullyTrained
2022-07-01_122944,glass_blur,0.8782,TinyCNN_FullyTrained
2022-07-01_122944,spatter,0.9618,TinyCNN_FullyTrained
2022-07-01_122944,translate,0.3948,TinyCNN_FullyTrained
2022-07-01_122944,fog,0.4373,TinyCNN_FullyTrained
2022-07-01_122944,shear,0.9416,TinyCNN_FullyTrained
2022-07-01_122944,scale,0.7815,TinyCNN_FullyTrained
2022-07-01_122944,zigzag,0.7108,TinyCNN_FullyTrained
2022-07-01_122944,defocus_blur,0.6413,TinyCNN_FullyTrained
2022-07-01_122944,gaussian_noise,0.3862,TinyCNN_FullyTrained
2022-07-01_122944,contrast,0.1239,TinyCNN_FullyTrained
2022-07-01_122944,canny_edges,0.4818,TinyCNN_FullyTrained
2022-07-01_122944,zoom_blur,0.9422,TinyCNN_FullyTrained
2022-07-01_122944,line,0.787,TinyCNN_FullyTrained
2022-07-01_122944,pessimal_noise,0.8424,TinyCNN_FullyTrained
2022-07-01_122944,rotate,0.8654,TinyCNN_FullyTrained
2022-07-01_122944,brightness,0.3923,TinyCNN_FullyTrained
2022-07-01_122944,shot_noise,0.8576,TinyCNN_FullyTrained
2022-07-01_122944,saturate,0.8306,TinyCNN_FullyTrained
2022-07-01_122944,motion_blur,0.875,TinyCNN_FullyTrained
2022-07-01_122944,snow,0.5575,TinyCNN_FullyTrained
2022-07-01_122944,inverse,0.0288,TinyCNN_FullyTrained
2022-07-01_122944,impulse_noise,0.452,TinyCNN_FullyTrained
2022-07-01_122944,stripe,0.5614,TinyCNN_FullyTrained
2022-07-01_122944,quantize,0.9683,TinyCNN_FullyTrained
2022-07-01_122944,frost,0.3875,TinyCNN_FullyTrained
