model,mnist_c_variant,accuracy,model_type
2022-07-04_224458,identity,0.9754,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,pixelate,0.9178,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,dotted_line,0.676,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,gaussian_blur,0.4939,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,elastic_transform,0.7157,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,jpeg_compression,0.9462,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,speckle_noise,0.7193,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,glass_blur,0.8331,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,spatter,0.7948,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,translate,0.3704,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,fog,0.3071,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,shear,0.9209,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,scale,0.6883,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,zigzag,0.5143,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,defocus_blur,0.3464,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,gaussian_noise,0.0979,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,contrast,0.1179,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,canny_edges,0.3348,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,zoom_blur,0.8459,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,line,0.6016,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,pessimal_noise,0.6548,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,rotate,0.8473,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,brightness,0.1249,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,shot_noise,0.6557,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,saturate,0.4835,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,motion_blur,0.7091,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,snow,0.1103,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,inverse,0.1807,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,impulse_noise,0.1032,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,stripe,0.0242,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,quantize,0.833,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224458,frost,0.0788,TinyLateralNet__Optuna_BestRun__FineTune2
