model,mnist_c_variant,accuracy,model_type
2022-07-02_163409,identity,0.9785,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,pixelate,0.9374,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,dotted_line,0.8654,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,gaussian_blur,0.6989,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,elastic_transform,0.7317,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,jpeg_compression,0.9742,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,speckle_noise,0.9262,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,glass_blur,0.8953,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,spatter,0.9527,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,translate,0.3678,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,fog,0.3184,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,shear,0.9383,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,scale,0.6799,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,zigzag,0.6635,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,defocus_blur,0.6379,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,gaussian_noise,0.3982,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,contrast,0.1816,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,canny_edges,0.4445,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,zoom_blur,0.938,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,line,0.7638,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,pessimal_noise,0.8579,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,rotate,0.8696,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,brightness,0.1125,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,shot_noise,0.9095,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,saturate,0.6654,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,motion_blur,0.8422,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,snow,0.3157,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,inverse,0.09,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,impulse_noise,0.4834,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,stripe,0.2658,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,quantize,0.9629,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_163409,frost,0.1661,TinyLateralNet__Optuna_BestRun__FineTune
