model,mnist_c_variant,accuracy,model_type
2022-07-04_212352,identity,0.9831,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,pixelate,0.9211,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,dotted_line,0.7971,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,gaussian_blur,0.5843,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,elastic_transform,0.7655,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,jpeg_compression,0.9754,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,speckle_noise,0.8147,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,glass_blur,0.7409,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,spatter,0.9558,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,translate,0.4267,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,fog,0.2904,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,shear,0.9427,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,scale,0.7756,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,zigzag,0.6643,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,defocus_blur,0.4625,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,gaussian_noise,0.1239,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,contrast,0.1278,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,canny_edges,0.4273,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,zoom_blur,0.9256,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,line,0.7602,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,pessimal_noise,0.8223,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,rotate,0.8732,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,brightness,0.2778,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,shot_noise,0.7546,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,saturate,0.5643,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,motion_blur,0.7598,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,snow,0.3543,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,inverse,0.1203,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,impulse_noise,0.2065,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,stripe,0.3705,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,quantize,0.9416,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_212352,frost,0.2642,TinyCNN__Optuna_BestRun__FineTune2
