model,mnist_c_variant,accuracy,model_type
2022-07-02_154544,identity,0.9793,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,pixelate,0.9453,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,dotted_line,0.8025,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,gaussian_blur,0.8501,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,elastic_transform,0.7504,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,jpeg_compression,0.9776,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,speckle_noise,0.9471,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,glass_blur,0.8981,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,spatter,0.9515,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,translate,0.3755,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,fog,0.5794,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,shear,0.9417,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,scale,0.673,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,zigzag,0.658,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,defocus_blur,0.7719,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,gaussian_noise,0.4563,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,contrast,0.2254,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,canny_edges,0.4281,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,zoom_blur,0.9473,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,line,0.7216,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,pessimal_noise,0.8192,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,rotate,0.8583,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,brightness,0.4054,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,shot_noise,0.9383,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,saturate,0.8639,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,motion_blur,0.8857,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,snow,0.6125,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,inverse,0.0759,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,impulse_noise,0.4929,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,stripe,0.6956,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,quantize,0.9724,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_154544,frost,0.4142,TinyCNN__Optuna_BestRun__FineTune
