model,mnist_c_variant,accuracy,model_type
2022-07-02_172158,identity,0.9707,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,pixelate,0.946,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,dotted_line,0.8299,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,gaussian_blur,0.8661,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,elastic_transform,0.6805,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,jpeg_compression,0.9691,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,speckle_noise,0.9626,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,glass_blur,0.9186,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,spatter,0.9397,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,translate,0.2617,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,fog,0.4536,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,shear,0.9077,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,scale,0.6323,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,zigzag,0.6289,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,defocus_blur,0.8212,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,gaussian_noise,0.7448,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,contrast,0.1358,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,canny_edges,0.751,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,zoom_blur,0.9249,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,line,0.7397,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,pessimal_noise,0.8578,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,rotate,0.8358,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,brightness,0.5228,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,shot_noise,0.9629,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,saturate,0.8867,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,motion_blur,0.8251,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,snow,0.7371,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,inverse,0.0802,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,impulse_noise,0.6854,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,stripe,0.6308,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,quantize,0.9664,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_172158,frost,0.5139,TinyLateralNet__Optuna_BestRun__FineTune
