model,mnist_c_variant,accuracy,model_type
2022-07-02_153623,identity,0.9818,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,pixelate,0.9389,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,dotted_line,0.846,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,gaussian_blur,0.6612,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,elastic_transform,0.7375,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,jpeg_compression,0.9775,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,speckle_noise,0.9265,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,glass_blur,0.8937,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,spatter,0.9585,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,translate,0.3847,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,fog,0.5837,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,shear,0.9419,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,scale,0.7132,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,zigzag,0.7017,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,defocus_blur,0.5463,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,gaussian_noise,0.3005,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,contrast,0.1135,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,canny_edges,0.4005,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,zoom_blur,0.9326,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,line,0.7717,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,pessimal_noise,0.8765,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,rotate,0.8714,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,brightness,0.51,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,shot_noise,0.901,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,saturate,0.8766,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,motion_blur,0.8116,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,snow,0.6704,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,inverse,0.0839,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,impulse_noise,0.3623,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,stripe,0.5785,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,quantize,0.9656,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_153623,frost,0.5,TinyCNN__Optuna_BestRun__FineTune
