model,mnist_c_variant,accuracy,model_type
2022-07-04_213953,identity,0.9713,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,pixelate,0.9061,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,dotted_line,0.6202,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,gaussian_blur,0.4905,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,elastic_transform,0.721,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,jpeg_compression,0.9266,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,speckle_noise,0.7025,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,glass_blur,0.8001,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,spatter,0.7478,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,translate,0.355,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,fog,0.2765,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,shear,0.9171,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,scale,0.6822,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,zigzag,0.4603,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,defocus_blur,0.3273,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,gaussian_noise,0.0974,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,contrast,0.114,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,canny_edges,0.3013,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,zoom_blur,0.8595,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,line,0.569,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,pessimal_noise,0.6572,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,rotate,0.8477,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,brightness,0.0969,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,shot_noise,0.6214,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,saturate,0.3275,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,motion_blur,0.6982,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,snow,0.0699,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,inverse,0.1016,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,impulse_noise,0.1056,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,stripe,0.0066,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,quantize,0.8138,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_213953,frost,0.0908,TinyLateralNet__Optuna_BestRun__FineTune2
