model,mnist_c_variant,accuracy,model_type
2022-07-02_151353,identity,0.9837,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,pixelate,0.9413,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,dotted_line,0.898,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,gaussian_blur,0.6651,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,elastic_transform,0.7594,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,jpeg_compression,0.9808,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,speckle_noise,0.9393,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,glass_blur,0.8864,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,spatter,0.9662,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,translate,0.3699,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,fog,0.4941,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,shear,0.9437,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,scale,0.6934,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,zigzag,0.7394,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,defocus_blur,0.5516,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,gaussian_noise,0.4096,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,contrast,0.1136,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,canny_edges,0.451,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,zoom_blur,0.9405,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,line,0.7972,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,pessimal_noise,0.8749,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,rotate,0.8826,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,brightness,0.4524,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,shot_noise,0.9209,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,saturate,0.8984,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,motion_blur,0.8324,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,snow,0.6585,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,inverse,0.1011,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,impulse_noise,0.4801,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,stripe,0.6419,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,quantize,0.973,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_151353,frost,0.4802,TinyCNN__Optuna_BestRun__FineTune
