model,mnist_c_variant,accuracy,model_type
2022-07-04_213158,identity,0.9835,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,pixelate,0.9142,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,dotted_line,0.8354,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,gaussian_blur,0.6145,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,elastic_transform,0.7504,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,jpeg_compression,0.9776,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,speckle_noise,0.8416,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,glass_blur,0.7815,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,spatter,0.9562,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,translate,0.4029,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,fog,0.3861,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,shear,0.9355,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,scale,0.797,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,zigzag,0.6872,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,defocus_blur,0.4981,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,gaussian_noise,0.122,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,contrast,0.1395,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,canny_edges,0.4322,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,zoom_blur,0.9026,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,line,0.7782,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,pessimal_noise,0.8136,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,rotate,0.8752,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,brightness,0.3362,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,shot_noise,0.7896,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,saturate,0.6305,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,motion_blur,0.7402,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,snow,0.4113,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,inverse,0.0966,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,impulse_noise,0.2019,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,stripe,0.3468,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,quantize,0.9533,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213158,frost,0.3053,TinyCNN__Optuna_BestRun__FineTune2
