model,mnist_c_variant,accuracy,model_type
2022-07-02_160235,identity,0.9804,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,pixelate,0.9122,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,dotted_line,0.8606,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,gaussian_blur,0.673,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,elastic_transform,0.7567,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,jpeg_compression,0.9729,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,speckle_noise,0.9368,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,glass_blur,0.8383,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,spatter,0.9561,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,translate,0.3818,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,fog,0.3158,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,shear,0.9438,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,scale,0.7531,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,zigzag,0.7334,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,defocus_blur,0.5901,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,gaussian_noise,0.4176,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,contrast,0.1159,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,canny_edges,0.4501,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,zoom_blur,0.9423,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,line,0.7856,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,pessimal_noise,0.8701,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,rotate,0.8666,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,brightness,0.2932,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,shot_noise,0.9174,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,saturate,0.873,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,motion_blur,0.85,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,snow,0.6112,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,inverse,0.0359,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,impulse_noise,0.4906,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,stripe,0.6937,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,quantize,0.9731,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_160235,frost,0.3615,TinyCNN__Optuna_BestRun__FineTune
