model,mnist_c_variant,accuracy,model_type
2022-07-02_162144,identity,0.9825,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,pixelate,0.9385,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,dotted_line,0.8589,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,gaussian_blur,0.699,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,elastic_transform,0.7786,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,jpeg_compression,0.9793,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,speckle_noise,0.9011,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,glass_blur,0.8718,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,spatter,0.9638,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,translate,0.3912,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,fog,0.553,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,shear,0.9493,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,scale,0.7329,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,zigzag,0.7222,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,defocus_blur,0.6247,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,gaussian_noise,0.254,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,contrast,0.1151,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,canny_edges,0.4223,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,zoom_blur,0.9527,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,line,0.7912,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,pessimal_noise,0.9004,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,rotate,0.8666,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,brightness,0.4342,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,shot_noise,0.8649,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,saturate,0.8328,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,motion_blur,0.8787,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,snow,0.5735,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,inverse,0.1117,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,impulse_noise,0.3647,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,stripe,0.7101,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,quantize,0.9642,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_162144,frost,0.3993,TinyCNN__Optuna_BestRun__FineTune
