model,mnist_c_variant,accuracy,model_type
2022-07-02_161654,identity,0.9693,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,pixelate,0.9505,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,dotted_line,0.9272,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,gaussian_blur,0.8976,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,elastic_transform,0.6709,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,jpeg_compression,0.9632,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,speckle_noise,0.9633,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,glass_blur,0.926,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,spatter,0.9305,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,translate,0.2699,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,fog,0.1909,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,shear,0.9089,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,scale,0.57,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,zigzag,0.7385,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,defocus_blur,0.898,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,gaussian_noise,0.8404,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,contrast,0.5615,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,canny_edges,0.7258,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,zoom_blur,0.8736,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,line,0.7689,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,pessimal_noise,0.8549,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,rotate,0.8212,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,brightness,0.1034,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,shot_noise,0.957,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,saturate,0.5402,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,motion_blur,0.7776,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,snow,0.3042,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,inverse,0.1035,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,impulse_noise,0.9329,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,stripe,0.3501,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,quantize,0.9649,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_161654,frost,0.1404,TinyLateralNet__Optuna_BestRun__FineTune
