model,mnist_c_variant,accuracy,model_type
2022-07-04_223719,identity,0.973,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,pixelate,0.9158,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,dotted_line,0.6727,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,gaussian_blur,0.5175,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,elastic_transform,0.7242,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,jpeg_compression,0.9336,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,speckle_noise,0.7166,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,glass_blur,0.8145,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,spatter,0.7459,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,translate,0.3534,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,fog,0.2489,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,shear,0.92,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,scale,0.7258,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,zigzag,0.5136,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,defocus_blur,0.3718,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,gaussian_noise,0.0984,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,contrast,0.1273,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,canny_edges,0.313,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,zoom_blur,0.8599,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,line,0.6025,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,pessimal_noise,0.687,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,rotate,0.8529,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,brightness,0.014,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,shot_noise,0.6439,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,saturate,0.2803,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,motion_blur,0.7233,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,snow,0.0249,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,inverse,0.1138,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,impulse_noise,0.1165,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,stripe,0.0336,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,quantize,0.8259,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_223719,frost,0.0246,TinyLateralNet__Optuna_BestRun__FineTune2
