model,mnist_c_variant,accuracy,model_type
2022-07-04_213244,identity,0.9824,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,pixelate,0.9033,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,dotted_line,0.8177,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,gaussian_blur,0.5212,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,elastic_transform,0.7538,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,jpeg_compression,0.9735,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,speckle_noise,0.8244,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,glass_blur,0.7539,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,spatter,0.957,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,translate,0.4209,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,fog,0.2229,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,shear,0.944,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,scale,0.7415,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,zigzag,0.6872,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,defocus_blur,0.3891,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,gaussian_noise,0.1404,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,contrast,0.1217,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,canny_edges,0.4303,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,zoom_blur,0.9138,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,line,0.7747,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,pessimal_noise,0.811,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,rotate,0.8732,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,brightness,0.2938,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,shot_noise,0.7709,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,saturate,0.6057,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,motion_blur,0.7415,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,snow,0.3715,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,inverse,0.1225,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,impulse_noise,0.2285,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,stripe,0.3451,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,quantize,0.9514,TinyCNN__Optuna_BestRun__FineTune2
2022-07-04_213244,frost,0.2906,TinyCNN__Optuna_BestRun__FineTune2
