model,mnist_c_variant,accuracy,model_type
2022-07-02_162903,identity,0.9401,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,pixelate,0.8933,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,dotted_line,0.6038,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,gaussian_blur,0.2347,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,elastic_transform,0.5504,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,jpeg_compression,0.9367,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,speckle_noise,0.9282,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,glass_blur,0.8947,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,spatter,0.907,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,translate,0.2184,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,fog,0.0943,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,shear,0.86,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,scale,0.1142,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,zigzag,0.4542,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,defocus_blur,0.1733,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,gaussian_noise,0.2336,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,contrast,0.1135,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,canny_edges,0.4891,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,zoom_blur,0.8503,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,line,0.5915,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,pessimal_noise,0.6428,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,rotate,0.7608,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,brightness,0.1147,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,shot_noise,0.9267,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,saturate,0.414,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,motion_blur,0.375,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,snow,0.2097,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,inverse,0.1664,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,impulse_noise,0.2665,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,stripe,0.0543,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,quantize,0.9295,TinyLateralNet__Optuna_BestRun__FineTune
2022-07-02_162903,frost,0.1289,TinyLateralNet__Optuna_BestRun__FineTune
