model,mnist_c_variant,accuracy,model_type
2022-07-04_224157,identity,0.9732,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,pixelate,0.9146,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,dotted_line,0.6431,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,gaussian_blur,0.4672,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,elastic_transform,0.7092,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,jpeg_compression,0.9251,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,speckle_noise,0.7199,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,glass_blur,0.792,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,spatter,0.7329,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,translate,0.3668,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,fog,0.2827,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,shear,0.9242,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,scale,0.6525,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,zigzag,0.494,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,defocus_blur,0.3167,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,gaussian_noise,0.0975,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,contrast,0.1149,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,canny_edges,0.2782,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,zoom_blur,0.8524,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,line,0.5938,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,pessimal_noise,0.6527,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,rotate,0.8457,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,brightness,0.0459,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,shot_noise,0.6389,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,saturate,0.2851,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,motion_blur,0.66,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,snow,0.0369,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,inverse,0.145,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,impulse_noise,0.1016,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,stripe,0.0044,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,quantize,0.818,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224157,frost,0.0209,TinyLateralNet__Optuna_BestRun__FineTune2
