model,mnist_c_variant,accuracy,model_type
2022-07-02_163054,identity,0.9829,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,pixelate,0.8969,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,dotted_line,0.8722,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,gaussian_blur,0.5918,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,elastic_transform,0.7551,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,jpeg_compression,0.9763,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,speckle_noise,0.8682,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,glass_blur,0.8448,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,spatter,0.9586,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,translate,0.3955,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,fog,0.388,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,shear,0.9429,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,scale,0.7413,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,zigzag,0.7356,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,defocus_blur,0.5642,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,gaussian_noise,0.3915,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,contrast,0.1221,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,canny_edges,0.4576,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,zoom_blur,0.9396,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,line,0.7918,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,pessimal_noise,0.8475,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,rotate,0.8671,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,brightness,0.5257,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,shot_noise,0.8302,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,saturate,0.8501,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,motion_blur,0.8159,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,snow,0.649,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,inverse,0.038,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,impulse_noise,0.4347,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,stripe,0.5647,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,quantize,0.9526,TinyCNN__Optuna_BestRun__FineTune
2022-07-02_163054,frost,0.5165,TinyCNN__Optuna_BestRun__FineTune
