model,mnist_c_variant,accuracy,model_type
2022-07-04_224350,identity,0.9766,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,pixelate,0.9126,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,dotted_line,0.69,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,gaussian_blur,0.4913,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,elastic_transform,0.7188,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,jpeg_compression,0.9502,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,speckle_noise,0.7898,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,glass_blur,0.833,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,spatter,0.821,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,translate,0.3803,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,fog,0.2477,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,shear,0.9225,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,scale,0.6562,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,zigzag,0.5394,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,defocus_blur,0.34,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,gaussian_noise,0.0998,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,contrast,0.1186,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,canny_edges,0.3245,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,zoom_blur,0.8643,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,line,0.6312,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,pessimal_noise,0.7104,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,rotate,0.8435,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,brightness,0.0824,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,shot_noise,0.7301,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,saturate,0.427,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,motion_blur,0.6936,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,snow,0.0582,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,inverse,0.1187,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,impulse_noise,0.126,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,stripe,0.0405,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,quantize,0.8802,TinyLateralNet__Optuna_BestRun__FineTune2
2022-07-04_224350,frost,0.0341,TinyLateralNet__Optuna_BestRun__FineTune2
