model,mnist_c_variant,accuracy,model_type
2022-07-01_141201,identity,0.9734,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,pixelate,0.9308,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,dotted_line,0.6489,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,gaussian_blur,0.7658,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,elastic_transform,0.7205,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,jpeg_compression,0.9603,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,speckle_noise,0.9586,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,glass_blur,0.8811,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,spatter,0.9188,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,translate,0.3449,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,fog,0.4304,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,shear,0.9219,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,scale,0.7029,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,zigzag,0.5571,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,defocus_blur,0.669,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,gaussian_noise,0.354,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,contrast,0.14,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,canny_edges,0.6281,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,zoom_blur,0.9136,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,line,0.6025,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,pessimal_noise,0.7238,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,rotate,0.8495,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,brightness,0.7254,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,shot_noise,0.9532,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,saturate,0.8924,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,motion_blur,0.8342,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,snow,0.7011,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,inverse,0.148,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,impulse_noise,0.3606,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,stripe,0.5229,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,quantize,0.9621,TinyLateralNet__Optuna_BestRun
2022-07-01_141201,frost,0.5622,TinyLateralNet__Optuna_BestRun
