model,mnist_c_variant,accuracy,model_type
2022-07-01_123010,identity,0.9769,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,pixelate,0.9487,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,dotted_line,0.7771,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,gaussian_blur,0.9015,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,elastic_transform,0.7429,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,jpeg_compression,0.9703,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,speckle_noise,0.9709,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,glass_blur,0.9175,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,spatter,0.9399,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,translate,0.3398,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,fog,0.3646,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,shear,0.9247,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,scale,0.5246,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,zigzag,0.5757,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,defocus_blur,0.9181,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,gaussian_noise,0.123,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,contrast,0.455,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,canny_edges,0.7569,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,zoom_blur,0.9376,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,line,0.6798,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,pessimal_noise,0.8102,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,rotate,0.8507,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,brightness,0.1301,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,shot_noise,0.9665,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,saturate,0.7876,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,motion_blur,0.8792,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,snow,0.2856,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,inverse,0.0971,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,impulse_noise,0.2093,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,stripe,0.1743,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,quantize,0.9707,TinyLateralNet__Optuna_BestRun
2022-07-01_123010,frost,0.1407,TinyLateralNet__Optuna_BestRun
