model,mnist_c_variant,accuracy,model_type
2022-07-01_122944,identity,0.9846,TinyCNN__Optuna_BestRun
2022-07-01_122944,pixelate,0.947,TinyCNN__Optuna_BestRun
2022-07-01_122944,dotted_line,0.8658,TinyCNN__Optuna_BestRun
2022-07-01_122944,gaussian_blur,0.7054,TinyCNN__Optuna_BestRun
2022-07-01_122944,elastic_transform,0.7844,TinyCNN__Optuna_BestRun
2022-07-01_122944,jpeg_compression,0.9806,TinyCNN__Optuna_BestRun
2022-07-01_122944,speckle_noise,0.9093,TinyCNN__Optuna_BestRun
2022-07-01_122944,glass_blur,0.8532,TinyCNN__Optuna_BestRun
2022-07-01_122944,spatter,0.965,TinyCNN__Optuna_BestRun
2022-07-01_122944,translate,0.4083,TinyCNN__Optuna_BestRun
2022-07-01_122944,fog,0.4221,TinyCNN__Optuna_BestRun
2022-07-01_122944,shear,0.9487,TinyCNN__Optuna_BestRun
2022-07-01_122944,scale,0.8099,TinyCNN__Optuna_BestRun
2022-07-01_122944,zigzag,0.7396,TinyCNN__Optuna_BestRun
2022-07-01_122944,defocus_blur,0.6567,TinyCNN__Optuna_BestRun
2022-07-01_122944,gaussian_noise,0.4447,TinyCNN__Optuna_BestRun
2022-07-01_122944,contrast,0.126,TinyCNN__Optuna_BestRun
2022-07-01_122944,canny_edges,0.525,TinyCNN__Optuna_BestRun
2022-07-01_122944,zoom_blur,0.9506,TinyCNN__Optuna_BestRun
2022-07-01_122944,line,0.7998,TinyCNN__Optuna_BestRun
2022-07-01_122944,pessimal_noise,0.8844,TinyCNN__Optuna_BestRun
2022-07-01_122944,rotate,0.8722,TinyCNN__Optuna_BestRun
2022-07-01_122944,brightness,0.3894,TinyCNN__Optuna_BestRun
2022-07-01_122944,shot_noise,0.8744,TinyCNN__Optuna_BestRun
2022-07-01_122944,saturate,0.8156,TinyCNN__Optuna_BestRun
2022-07-01_122944,motion_blur,0.8933,TinyCNN__Optuna_BestRun
2022-07-01_122944,snow,0.5753,TinyCNN__Optuna_BestRun
2022-07-01_122944,inverse,0.0324,TinyCNN__Optuna_BestRun
2022-07-01_122944,impulse_noise,0.518,TinyCNN__Optuna_BestRun
2022-07-01_122944,stripe,0.5375,TinyCNN__Optuna_BestRun
2022-07-01_122944,quantize,0.9735,TinyCNN__Optuna_BestRun
2022-07-01_122944,frost,0.3979,TinyCNN__Optuna_BestRun
