model,mnist_c_variant,accuracy,model_type
2022-07-01_125013,identity,0.9824,TinyCNN__Optuna_BestRun
2022-07-01_125013,pixelate,0.9505,TinyCNN__Optuna_BestRun
2022-07-01_125013,dotted_line,0.8752,TinyCNN__Optuna_BestRun
2022-07-01_125013,gaussian_blur,0.6931,TinyCNN__Optuna_BestRun
2022-07-01_125013,elastic_transform,0.7721,TinyCNN__Optuna_BestRun
2022-07-01_125013,jpeg_compression,0.9771,TinyCNN__Optuna_BestRun
2022-07-01_125013,speckle_noise,0.8979,TinyCNN__Optuna_BestRun
2022-07-01_125013,glass_blur,0.8336,TinyCNN__Optuna_BestRun
2022-07-01_125013,spatter,0.9603,TinyCNN__Optuna_BestRun
2022-07-01_125013,translate,0.4047,TinyCNN__Optuna_BestRun
2022-07-01_125013,fog,0.4161,TinyCNN__Optuna_BestRun
2022-07-01_125013,shear,0.9413,TinyCNN__Optuna_BestRun
2022-07-01_125013,scale,0.8106,TinyCNN__Optuna_BestRun
2022-07-01_125013,zigzag,0.7103,TinyCNN__Optuna_BestRun
2022-07-01_125013,defocus_blur,0.6543,TinyCNN__Optuna_BestRun
2022-07-01_125013,gaussian_noise,0.3161,TinyCNN__Optuna_BestRun
2022-07-01_125013,contrast,0.1654,TinyCNN__Optuna_BestRun
2022-07-01_125013,canny_edges,0.5189,TinyCNN__Optuna_BestRun
2022-07-01_125013,zoom_blur,0.9352,TinyCNN__Optuna_BestRun
2022-07-01_125013,line,0.8032,TinyCNN__Optuna_BestRun
2022-07-01_125013,pessimal_noise,0.8895,TinyCNN__Optuna_BestRun
2022-07-01_125013,rotate,0.86,TinyCNN__Optuna_BestRun
2022-07-01_125013,brightness,0.2441,TinyCNN__Optuna_BestRun
2022-07-01_125013,shot_noise,0.8675,TinyCNN__Optuna_BestRun
2022-07-01_125013,saturate,0.7633,TinyCNN__Optuna_BestRun
2022-07-01_125013,motion_blur,0.8613,TinyCNN__Optuna_BestRun
2022-07-01_125013,snow,0.4878,TinyCNN__Optuna_BestRun
2022-07-01_125013,inverse,0.0486,TinyCNN__Optuna_BestRun
2022-07-01_125013,impulse_noise,0.4376,TinyCNN__Optuna_BestRun
2022-07-01_125013,stripe,0.6398,TinyCNN__Optuna_BestRun
2022-07-01_125013,quantize,0.9666,TinyCNN__Optuna_BestRun
2022-07-01_125013,frost,0.2658,TinyCNN__Optuna_BestRun
