model,mnist_c_variant,accuracy,model_type
2022-07-01_123034,identity,0.9706,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,pixelate,0.936,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,dotted_line,0.7441,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,gaussian_blur,0.7958,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,elastic_transform,0.6982,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,jpeg_compression,0.9662,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,speckle_noise,0.9529,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,glass_blur,0.8957,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,spatter,0.9424,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,translate,0.3108,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,fog,0.2098,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,shear,0.9152,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,scale,0.6002,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,zigzag,0.4502,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,defocus_blur,0.6976,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,gaussian_noise,0.3561,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,contrast,0.1685,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,canny_edges,0.4758,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,zoom_blur,0.9128,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,line,0.7364,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,pessimal_noise,0.8046,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,rotate,0.8517,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,brightness,0.6002,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,shot_noise,0.9447,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,saturate,0.8408,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,motion_blur,0.8119,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,snow,0.6185,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,inverse,0.0841,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,impulse_noise,0.3896,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,stripe,0.6282,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,quantize,0.9562,TinyLateralNet__Optuna_BestRun
2022-07-01_123034,frost,0.4823,TinyLateralNet__Optuna_BestRun
