model,mnist_c_variant,accuracy,model_type
2022-07-01_125523,identity,0.9803,TinyCNN__Optuna_BestRun
2022-07-01_125523,pixelate,0.9406,TinyCNN__Optuna_BestRun
2022-07-01_125523,dotted_line,0.8024,TinyCNN__Optuna_BestRun
2022-07-01_125523,gaussian_blur,0.7297,TinyCNN__Optuna_BestRun
2022-07-01_125523,elastic_transform,0.7568,TinyCNN__Optuna_BestRun
2022-07-01_125523,jpeg_compression,0.9731,TinyCNN__Optuna_BestRun
2022-07-01_125523,speckle_noise,0.8442,TinyCNN__Optuna_BestRun
2022-07-01_125523,glass_blur,0.8201,TinyCNN__Optuna_BestRun
2022-07-01_125523,spatter,0.9481,TinyCNN__Optuna_BestRun
2022-07-01_125523,translate,0.3458,TinyCNN__Optuna_BestRun
2022-07-01_125523,fog,0.5257,TinyCNN__Optuna_BestRun
2022-07-01_125523,shear,0.9348,TinyCNN__Optuna_BestRun
2022-07-01_125523,scale,0.7228,TinyCNN__Optuna_BestRun
2022-07-01_125523,zigzag,0.6807,TinyCNN__Optuna_BestRun
2022-07-01_125523,defocus_blur,0.6413,TinyCNN__Optuna_BestRun
2022-07-01_125523,gaussian_noise,0.3973,TinyCNN__Optuna_BestRun
2022-07-01_125523,contrast,0.1833,TinyCNN__Optuna_BestRun
2022-07-01_125523,canny_edges,0.4264,TinyCNN__Optuna_BestRun
2022-07-01_125523,zoom_blur,0.9397,TinyCNN__Optuna_BestRun
2022-07-01_125523,line,0.748,TinyCNN__Optuna_BestRun
2022-07-01_125523,pessimal_noise,0.8193,TinyCNN__Optuna_BestRun
2022-07-01_125523,rotate,0.8653,TinyCNN__Optuna_BestRun
2022-07-01_125523,brightness,0.5764,TinyCNN__Optuna_BestRun
2022-07-01_125523,shot_noise,0.8049,TinyCNN__Optuna_BestRun
2022-07-01_125523,saturate,0.7716,TinyCNN__Optuna_BestRun
2022-07-01_125523,motion_blur,0.8519,TinyCNN__Optuna_BestRun
2022-07-01_125523,snow,0.6478,TinyCNN__Optuna_BestRun
2022-07-01_125523,inverse,0.0569,TinyCNN__Optuna_BestRun
2022-07-01_125523,impulse_noise,0.435,TinyCNN__Optuna_BestRun
2022-07-01_125523,stripe,0.6278,TinyCNN__Optuna_BestRun
2022-07-01_125523,quantize,0.9256,TinyCNN__Optuna_BestRun
2022-07-01_125523,frost,0.5263,TinyCNN__Optuna_BestRun
